"week","avg_n1"
0,72.2086704
1,80.30758793
2,8.421619285
3,11.752473523
4,30.437388905
5,57.054191025
6,9.6237404205
7,27.6611096125
8,33.6876509175
9,15.706801575
10,123.185656075
11,88.80280749
12,107.01563747
13,146.54518385
14,110.6846647
15,92.983850565
16,103.43984906
17,112.99856456
20,50.07536512
21,61.4333065
22,65.52110141
23,198.4346616
24,73.42754957
25,73.07655187
26,49.59938511
27,51.8093042
