"(Intercept)","avg_n1","sigma"
0.000771189552032107,1.20977590201048e-05,0.000568422061188324
0.000706630792613949,1.31810590139827e-05,0.000659365318889618
0.000992211902346733,9.725611877041e-06,0.000527661795453255
0.000992641823370467,1.04381039066972e-05,0.000583784034215633
0.000836713624912173,1.25423059194604e-05,0.000606589591852272
0.00128048629116481,5.97868480870382e-06,0.000536856436268868
0.00109239851666802,1.01414173135073e-05,0.000452587284071134
0.00119274427371719,8.55812290834008e-06,0.000456632567876971
0.00118664716235547,8.90793172945708e-06,0.000646705509923339
0.0013063461299955,6.86209870654613e-06,0.000690008038092982
0.000976182842909299,9.45100969424361e-06,0.00053319212050023
0.00108420081494984,8.83256129566747e-06,0.000465234726335024
0.00105031026519419,9.29351611459608e-06,0.000434918612381498
0.00120057292503107,9.71057258564802e-06,0.000504877709443394
0.00126235757697421,8.64327591065675e-06,0.000528383350384096
0.00150065454424238,4.58808627768419e-06,0.000513313189954866
0.00117971397441141,8.38480296151962e-06,0.000504345477902952
0.00101249807731102,8.36992530574757e-06,0.000504245612689814
0.00106432399593309,8.57962988457649e-06,0.000497889705899389
0.00086718419780714,8.561029375033e-06,0.000498345946363096
0.00125903920520368,7.70242559110032e-06,0.000513514278576172
0.00101052987948484,7.79333914894268e-06,0.000511609960361931
0.00130159444125557,7.04580346116712e-06,0.000480908627745388
0.00136944389498324,7.09376156509043e-06,0.000480960704361736
0.00118689519722066,8.28374335423071e-06,0.000627382536717702
0.00120625763332796,6.69190181708146e-06,0.000729454790560519
0.00123062733531199,5.81361304572888e-06,0.000597379090653994
0.00144238890485799,4.05856807241559e-06,0.000479625893722335
0.00113097519086718,6.43293052525906e-06,0.000510796100814581
0.000993871180182828,9.93652333996437e-06,0.000481076190464884
0.00105600927076418,9.90135161932612e-06,0.000481649956594189
0.000815827284572523,1.05006653762455e-05,0.000475991985066887
0.000911356848698781,1.0511524186183e-05,0.000479506303762384
0.000865935415420592,1.05863718530355e-05,0.000550384370509582
0.00103141152139093,8.87117080332429e-06,0.000558896913638614
0.00110582863394073,9.05809692957205e-06,0.000510356125978941
0.00125130628768705,6.60667074860638e-06,0.000429883526305873
0.00120507712416955,6.50103927572551e-06,0.000417405643116808
0.00119687032406643,6.63979096723093e-06,0.000417675885006031
0.00128923808430064,4.89392794913149e-06,0.000497579093091291
0.00143372939068509,4.31940965041455e-06,0.000488891782135903
0.000783868356681834,1.32322361633384e-05,0.000633131045491534
0.00183772532672278,-2.02130565682436e-06,0.000646092499081972
0.00135932112546441,4.55124681328729e-06,0.000518469682303079
0.00140040492454276,3.56839951925055e-06,0.000465995739159003
0.00130822286422259,5.31184340688097e-06,0.000538193061013618
0.000779913369617086,1.35083037793827e-05,0.00065863855476295
0.000850978495911868,1.3601947166018e-05,0.000579480921595702
0.000980752373668327,6.13103725280359e-06,0.000722189272341137
0.00147953125902713,8.63893045833189e-06,0.000734949727951516
0.000695766452457611,9.55496285216932e-06,0.000624134530023054
0.00111807070676701,9.58126218460902e-06,0.000626447675445057
0.00093812297779605,9.71034574517787e-06,0.000448013317312367
0.00122033029390456,8.5828247035678e-06,0.000419249488052427
0.00107647917303395,6.51179093293922e-06,0.000472816099181085
0.00123255692987881,6.66790347526736e-06,0.000467735382463222
0.00116495344962101,7.45891499135909e-06,0.000429914757178901
0.00120228010982316,6.00405251219886e-06,0.000542448205580737
0.00128257650624779,6.41918989394244e-06,0.000592888819415118
0.00115009449741511,8.26752508520366e-06,0.000492216492327838
0.00121400160554313,8.23239662047617e-06,0.000492549122425392
0.00102041924871162,1.09723374531695e-05,0.000530998642159667
0.00124531954279524,9.83734723320275e-06,0.000610776541243102
0.0010723737988226,9.78288603313772e-06,0.00060615840238468
0.00118663580963828,8.45900998854835e-06,0.000467738876286259
0.00101456702111862,4.65606032155034e-06,0.000529704275836651
0.00109025477868414,4.70403982681863e-06,0.000531592274263667
0.00136300710186711,4.58799855683113e-06,0.000537503202515745
0.00126215238591391,5.57302507535112e-06,0.000525260790768957
0.000966022738364807,1.05136737624569e-05,0.000627370421088292
0.00103609905303681,1.08853573992267e-05,0.000456245387490342
0.00101013903611777,1.09266170885163e-05,0.000457599070493454
0.00123552927330468,6.8156617429354e-06,0.000449289113865012
0.0010867068985112,7.0642390259202e-06,0.000426390273313372
0.00107461235633486,1.09230679419001e-05,0.000500742466244538
0.00124319879171241,4.69368017923185e-06,0.000551177770314325
0.000754463161310485,1.20594173594187e-05,0.000630570712875917
0.00124426802863337,5.14397007348668e-06,0.000454811921974806
0.00122580054834653,8.2714414332167e-06,0.000388129488457466
0.00122361786516562,8.35109432420687e-06,0.00039787285615634
0.0012840324939378,7.47549621168435e-06,0.000405086031474028
0.00104793304030797,9.27430835906753e-06,0.000454605785076182
0.00120065599546524,9.29453433461581e-06,0.000453895178868194
0.000935214113452429,9.23428506887075e-06,0.000453508153647276
0.00088615549291927,1.41277608844472e-05,0.000582483363995791
0.000730559098411333,1.36444164158435e-05,0.000586607177844981
0.00135473032143156,5.82747929263729e-06,0.000463567663135154
0.00129288237827576,6.31037886293571e-06,0.000475426134334139
0.00123283475265281,5.15733478785107e-06,0.000597516707710196
0.00139156687640882,2.6499809934026e-06,0.000613528374304131
0.00143008253162751,5.64287705388957e-06,0.00052863685661611
0.00121656198179146,8.13862835581662e-06,0.000525767679220821
0.00081637221322151,1.19388563480473e-05,0.000550238716897085
0.00117104655331177,1.21678870229088e-05,0.000517274401820277
0.00109269006503929,1.23141200507368e-05,0.00051337998830307
0.000984593675969573,1.23427374018245e-05,0.00051491793631988
0.000809189945352827,1.28684624990294e-05,0.00054335483771519
0.000771873993271774,1.44893877546978e-05,0.000531100844339095
0.000526581546773107,1.69529529817681e-05,0.000577292068154771
0.00048974192028968,1.64387445814243e-05,0.00057762556132662
0.000747154970640339,1.16025844959807e-05,0.00075056071188472
0.00107360885871636,8.55471724533174e-06,0.000690866628269269
0.000909462488678716,1.15343475803248e-05,0.000463650470322882
0.00130822293969412,4.40081562151734e-06,0.000610083329861143
0.00112496762101314,7.09617198063472e-06,0.00051452649851566
0.00119254558659685,7.45785291978083e-06,0.000449538217914171
0.00125327486945476,7.27365066623693e-06,0.000493212069918455
0.00120892702098998,7.36658334023256e-06,0.000495411911959263
0.00111151160864304,7.65989461441418e-06,0.000468939548481232
0.0012754430582193,7.69994502893557e-06,0.000469740251412005
0.00102875586357557,8.44336573923712e-06,0.000524087398560064
0.000905332110628136,1.08804550795936e-05,0.000554187735600568
0.00132045030059616,6.47940764581777e-06,0.000610989373621312
0.00116020948876355,7.3318992246177e-06,0.000611355845539075
0.00129143290745001,5.59874888866919e-06,0.000531412386782709
0.00131836821491161,5.49306835522287e-06,0.000530963860681997
0.0012519489657094,5.4643770993663e-06,0.000530400425796816
0.0014565736382873,5.53227862094419e-06,0.000528633941538188
0.00120975980023408,4.49445876789998e-06,0.000536069356256644
0.00146892955416304,5.58737992243321e-06,0.000519718122378962
0.00109213156015241,5.91798383027762e-06,0.000529134046824741
0.00113002575743365,1.06467064844975e-05,0.000456393632471226
0.000841460345399356,1.06032191282601e-05,0.000454131110838769
0.00106977698932445,1.0964378098664e-05,0.000473629736763177
0.000822197882081542,1.09397348834494e-05,0.000469388639277879
0.00110644632407441,9.65265863458919e-06,0.000355643930518299
0.00108660000616891,9.54937467074989e-06,0.000337815957526258
0.00093617331485801,1.0097054848865e-05,0.000514310016782202
0.000904814515029989,1.01057005973532e-05,0.000511371318566329
0.00106299813440332,7.57148510172506e-06,0.000443384836219388
