"(Intercept)","avg_n1","sigma"
0.000623591781027925,6.21491924567879e-06,0.000222392821713234
0.000702533717312256,5.95796988952099e-06,0.000388641851244659
0.000654922673613236,6.04733522799786e-06,0.000391784982881814
0.000632140513067751,7.30969565275307e-06,0.000277451937322499
0.000717825475582875,5.20703711099137e-06,0.000376265779896304
0.00064085633838383,6.64340346871043e-06,0.000325932930664978
0.000773268091491087,3.56667403422305e-06,0.000265055114242897
0.000777465728294225,3.44733129603176e-06,0.000242173925926937
0.000656461369406627,5.69502887025331e-06,0.000271881723553911
0.000705401416489016,5.73308641987364e-06,0.000271140469454336
0.00054354539068281,7.40651529570723e-06,0.000255701388267331
0.000696131861216534,7.43442672706102e-06,0.000255691712554302
0.000760448112630638,6.17596727694194e-06,0.000335654566406382
0.000687744261015439,5.63166487459111e-06,0.000332888458549406
0.000875748704561821,1.57261104789791e-06,0.000332447451614338
0.000739336670804777,5.85225881347907e-06,0.000345587522643135
0.000710369759417637,5.70923219708673e-06,0.000350574811599782
0.000737122445334618,5.76484915783989e-06,0.000348828250610615
0.000463288282345726,7.91706616367632e-06,0.000349064030746699
0.000504646492433166,7.90487785216238e-06,0.000348045424658424
0.000440385093422386,8.29894219002217e-06,0.000366451987554974
0.000753529190078436,2.33279017872081e-06,0.000266021955498571
0.000851093647155743,4.42531340809419e-06,0.000282749805616988
0.00070556091387138,4.53967974347785e-06,0.00030337873346898
0.000782954159724073,3.10321947743996e-06,0.000304495206976243
0.000766241399276377,3.32536592300483e-06,0.000334208607889704
0.000782601241829806,3.04706464929205e-06,0.000344182813106112
0.000651487740765938,5.66791183510404e-06,0.000234897741372682
0.000650629975977261,5.50293235913026e-06,0.000240312948877838
0.000749590184744623,3.16749024441274e-06,0.000232299318540316
0.000904617949431601,6.02319065439248e-07,0.000300682921526008
0.000769725160810357,6.24001406189753e-07,0.000300006384074206
0.000372249340088529,9.65922888657927e-06,0.000308689278945654
0.000462263084028922,1.12224061555199e-05,0.000370931266372919
0.000411646488289423,1.09916447576243e-05,0.000354346327304197
0.000371087197889179,1.19514028695488e-05,0.00033834157769145
0.000396666166523767,1.21006635720388e-05,0.000351959274804238
0.000383463824466819,1.1768403165423e-05,0.000349854890090257
0.000452419055551689,1.03404820733632e-05,0.000324086130948673
0.000916929951671813,-2.54596185318075e-07,0.000296197336705371
0.000873658310130946,1.43597626260813e-06,0.000253814309748587
0.000818773083216265,1.59567422188892e-06,0.000254375323646038
0.000957607044573827,1.70949172719418e-06,0.000253689936318303
0.000939038105840961,1.67281408809408e-06,0.000253758186153424
0.000712176253871687,7.14861849554726e-06,0.000414323182004857
0.000597143926752028,7.16024623533762e-06,0.000414876725759587
0.000692739683192196,7.2115876014599e-06,0.000420304947979545
0.00068133772474295,7.20858390003432e-06,0.000420276630599555
0.00069051054671302,7.32162930339827e-06,0.000385941778182347
0.000728152477834603,2.22064460928415e-06,0.000310559037293828
0.00049397765488194,7.64496687434469e-06,0.000357770325226941
0.000573291157920232,7.63880251427957e-06,0.000357786304633416
0.000515441141233463,7.33885307374263e-06,0.000358631149410197
0.000487061026736906,7.33062376053424e-06,0.00035896978522419
0.000432394875627645,1.00044530380688e-05,0.000383596426210139
0.000474607500244464,9.23647777029545e-06,0.000359701658076536
0.000354212100580777,9.24825561104853e-06,0.000359114956361553
0.000606604863305218,9.10899802499428e-06,0.000363344708327529
0.000447816581680075,9.0044393866722e-06,0.000363582855084084
0.000615965561247577,7.00470904554468e-06,0.00038822543106689
0.000757895787669045,3.63570685523929e-06,0.000298459256576804
0.000570023826316828,7.95116952802937e-06,0.00029916874446337
0.000660387425314481,7.90015756344654e-06,0.00029967244101143
0.00056065957051413,7.10243841223644e-06,0.000307599890435686
0.000750936872099067,3.10228034165675e-06,0.000302840270590008
0.000773652710525639,2.04150475571675e-06,0.000390892850370804
0.000622188638342647,6.17240084894323e-06,0.000234825873904589
0.000778627713509969,3.49613423082414e-06,0.000298496566696348
0.000872510411283061,4.17768278622546e-07,0.00030674610105133
0.000953563816199368,5.21313794044457e-07,0.000306931961721453
0.000607976349071985,7.82797214778151e-06,0.000258221207421955
0.000564069162958152,8.75596887283595e-06,0.000250015212721986
0.000801102949069307,1.88625776985113e-06,0.000294427923137896
0.000799291721419245,1.52258201229175e-06,0.000326140959298672
0.000866675301237948,2.89551667095163e-06,0.00036808659162809
0.000822847965262571,4.71378383931778e-06,0.000288966873359495
0.000605106859035064,4.77610248172075e-06,0.000288495916281494
0.000784113966189215,4.84973485669593e-06,0.000289264667928547
0.000643003017534498,4.86456887087419e-06,0.000288696455802223
0.000785517845239638,3.00306699664596e-06,0.000305551323577761
0.000850030967907203,2.80487318349797e-06,0.00030284929138633
0.000842381044514254,2.77169119463905e-06,0.00030332635630811
0.000836086535352144,5.35661306304695e-07,0.000285582455684959
0.000546504845344468,8.11573092407519e-06,0.000277124132035576
0.000675826941132188,6.66142758828721e-06,0.000311053703107573
0.000497399366405928,6.73434957160433e-06,0.000269369936771481
0.00048386191022447,6.39973273701104e-06,0.000360345123676516
0.000700393410269616,5.06069499572325e-06,0.000362030215370604
0.000621259070136738,7.26243490781111e-06,0.000399161388110368
0.000621791698299557,5.93669674530136e-06,0.000395106190733555
0.000775827848135588,5.90464540437579e-06,0.000394180517740126
0.000516448513758636,6.03748248723548e-06,0.000406494666507606
0.000757543934783435,6.28119326144077e-06,0.000287557605844062
0.000570628164572369,6.26122850951321e-06,0.000287199283324686
0.000713397370046607,4.40915049294744e-06,0.000286199736613618
0.000689545581011233,5.50144235600369e-06,0.000296361742219478
0.000622497567084712,5.47999106809067e-06,0.000296888952340679
0.000742763309850123,4.78010869882393e-06,0.000314745873937615
0.000786459869277208,4.41314639542424e-06,0.000299731344756711
0.000742830772143086,4.0999958091037e-06,0.000316128532292098
0.000632384413329741,6.43500622107964e-06,0.000255759506341988
0.000775062570190324,4.00205427867663e-06,0.000396361204992744
0.000610317966318758,7.17762459054345e-06,0.000247470597526357
0.0007788231790141,3.19660700020327e-06,0.000364450284333397
0.000675917802962779,6.17340477239075e-06,0.000390613457317767
0.000641116629905656,8.00142640949919e-06,0.000345495183207046
0.000570686770343277,8.04063183558987e-06,0.000345677374693943
0.000731561395702469,3.97699246791025e-06,0.000287869413952708
0.000709848414749713,3.9753568472498e-06,0.000288029208943339
0.000766790297520654,4.43548470157232e-06,0.000285238177826861
0.000727039411574821,4.90615726583846e-06,0.000301763388644886
0.000820649982934568,4.927677902961e-06,0.000301917415283094
0.000561491263231301,6.13716695133528e-06,0.000311168670384325
0.000925312610915186,2.05262708703063e-06,0.000286187556208579
0.000918198360172557,2.27932175641527e-06,0.000291514465868883
0.000545809312689941,6.90317811906494e-06,0.00034801977661442
0.000514156485488605,7.08689350472474e-06,0.000338498601106798
0.000691426577395132,6.58589155252538e-06,0.000336711732157019
0.000681973365751661,5.81738403679673e-06,0.000353882013142342
0.000805582490040091,3.34683955405952e-06,0.000289899981834725
0.000580034927973932,7.17196211460029e-06,0.000353250693314252
0.000744673464723066,4.90600799406418e-06,0.000299047947780807
0.000685017242473904,4.85282094386968e-06,0.000305530880191604
0.000688346201389975,4.74072797248946e-06,0.000303413519231496
0.000630841693766877,5.75596603294947e-06,0.00032369764094122
0.000805542302750402,4.53839298625455e-06,0.000330682940303327
0.000646357890702276,4.55419543259543e-06,0.000329215888158462
0.000741159613914628,5.30856159148116e-06,0.000277599574684381
0.000678970480823074,4.54747675817703e-06,0.000297159072161518
0.000928109506852525,1.17382062839872e-06,0.00029975552794205
0.00096900708573812,1.2321472260081e-06,0.000302975488274007
0.000741588371683551,1.40556469954744e-06,0.000302007329702494
0.000784396236850802,4.10867162209176e-06,0.000305570532880156
0.000710832002283937,4.34632194622227e-06,0.000307242047184949
0.000772660418260092,3.75852152832568e-06,0.000260502909994712
0.000734462462791867,4.56292151971806e-06,0.000324934146980703
0.000836012857909927,2.7535335587855e-06,0.000327142405844764
0.000853020239550875,1.69810993006637e-06,0.000394525336300121
0.000891351378586294,1.63385362029299e-06,0.000421951697847626
0.000844173541454349,2.70637358185565e-06,0.000371050401871642
0.000725370239177466,3.13577080148612e-06,0.000372663647098303
0.000636219509694614,4.96528274925121e-06,0.000235817428986172
0.000647532616714322,7.40241668709918e-06,0.000320613525355429
0.000972309102166701,-2.15514416168473e-07,0.000350653010556403
0.000581335917736894,8.99316296901802e-06,0.000256939452350545
0.000709105226329723,5.98647138611049e-06,0.000392969634935794
0.000624627796896485,5.9881410334198e-06,0.000393038632761456
0.000666338643441531,6.24543137313946e-06,0.000344657370450475
0.000641498722804556,7.29886544645123e-06,0.000331309800470273
0.00079385626980608,5.66297956494898e-06,0.000319611035410819
0.000531021852040181,6.8437359586506e-06,0.000372207469917907
0.000971311217002326,1.02491381640554e-06,0.000273272545255346
0.000799272168173135,1.10532936710689e-06,0.000275291258059269
0.000702415987718524,6.71392431331059e-06,0.000282800040040827
0.000724302265728113,5.38180025888696e-06,0.000248461480971346
0.000672759643905143,4.78569991491349e-06,0.000247179536734384
0.000783959048942656,4.22485829745608e-06,0.000263312621279218
0.000663869149228625,4.21068021177062e-06,0.0002637860382049
0.000716493321255136,4.54583184465422e-06,0.000273793069602249
0.000736665298780441,4.1798989219223e-06,0.000300987018032722
0.000744426261008344,4.42853213812789e-06,0.000294650066112585
0.000723471190616914,4.89641953883852e-06,0.000279412081286161
0.000834545332973098,3.35637281295627e-06,0.000273193422628658
0.00080677545590625,3.33072402725148e-06,0.000273266165235017
0.000669126698269595,4.2636111116225e-06,0.000276789425796646
0.000720598698579454,4.25393262233272e-06,0.000277025843403551
0.000741555929222763,4.61247314367979e-06,0.000342430776033703
0.000706354974163392,2.32434297900961e-06,0.00031507823573828
0.000693640680838695,6.85755253906918e-06,0.000358202104352064
0.000533543141246301,6.98062730544502e-06,0.000293641757286498
0.00076141227753721,5.28398591854582e-06,0.000308248454412978
0.000652130165984558,5.21015571546928e-06,0.000255908662472864
0.000621881560945721,5.21569392606576e-06,0.000256049022457877
0.000742682508257912,6.60333356699154e-06,0.000345398559595907
0.000917632292280724,-2.25442752297646e-06,0.000360624222825618
0.000943533669604663,-6.38121372451623e-07,0.000299710693660112
0.000784797153481811,3.18707181135598e-06,0.000404567518469105
0.000720817200142296,4.80574362408158e-06,0.000375126986882861
0.000614860337364537,5.56356626620653e-06,0.000297569384202504
0.00080005205322909,5.15177755260586e-06,0.000286927097157397
0.000722050769750345,5.08392462192186e-06,0.000287213556039136
0.000884158838558432,2.21880043747258e-06,0.000230223015266111
0.00082859884169497,1.07784805068867e-06,0.000226810140920083
0.000810587077118126,1.20973196666446e-06,0.000237469037125857
0.000666112993788701,5.5094083858095e-06,0.000257258178008701
0.000776948632275382,5.54634329997239e-06,0.000258583217883669
0.000503063257248966,5.51702834401496e-06,0.000259549692631174
0.000639933929151214,5.5183216518778e-06,0.000259486587776512
0.000756547459369165,4.89871043261279e-06,0.000362790849273796
0.000608799526515836,5.05979502632843e-06,0.000368698212219221
0.000575840251589876,5.38702383839755e-06,0.000346472707224312
0.000857292183151099,3.56299888818438e-06,0.000273665188982674
0.000735857854590214,5.45188703777519e-06,0.000291469553124758
0.000568906157765238,5.97285163235169e-06,0.000288503101293119
0.000639531589378177,4.9100049592274e-06,0.000290472986537819
0.000686022956043813,4.85455600081416e-06,0.000277335607303805
0.000686786315401859,4.84838098236648e-06,0.000277637634007386
0.000678640964661817,5.03176977531049e-06,0.000282194621676866
0.000681534339862002,5.20112375529208e-06,0.000298878330272455
0.000750100425125867,2.59725164848741e-06,0.000320839749236901
0.000674186119088109,2.57263127308603e-06,0.000321025727269009
0.000683878648240458,3.06832978687326e-06,0.000309087516622205
0.000642228104456633,3.07032018973019e-06,0.000309265620709952
0.00059104614611074,5.73526713402691e-06,0.000297317181522494
0.000654156802048569,5.4063449200408e-06,0.000258751369522959
0.000717794615234808,5.53187008450055e-06,0.000273836149084059
0.000653421680864222,4.9690242049177e-06,0.000254682928512285
0.000591266605093327,6.44632483616935e-06,0.000340173021598571
0.000657130863877976,5.30367083709914e-06,0.000235273595146474
0.000552064225835654,6.6807338502955e-06,0.000241241202635804
0.000732572775077819,6.36294648909929e-06,0.00024494937151732
0.000574004882561258,6.59341537498613e-06,0.000244709823498649
0.000659650128866837,3.98443274499289e-06,0.000271001304652965
0.000651961753201073,5.95457789484663e-06,0.000343271944771682
0.000627551881034719,6.6637889669008e-06,0.000259229409757609
0.000547756344953271,9.11243296958763e-06,0.000368582110674293
0.000453883823514585,9.60290282665268e-06,0.000307418558815509
0.00071925314185766,5.44526885223923e-06,0.000327791012551992
0.000624822910089287,5.56180657271864e-06,0.000330006780384794
0.000684846770269664,5.70274816536162e-06,0.000315989491687541
0.000804341619118883,2.96506832816799e-06,0.000361744741239899
0.000828237328691334,2.52663483950188e-06,0.000384240608996403
0.00078096721321582,3.31102897295026e-06,0.000432436947583547
0.000702485307231432,6.51864855580647e-06,0.000221079604358269
0.000612209872527811,6.53522046619935e-06,0.000221445411741335
0.000670661768201998,3.8254738115157e-06,0.000237974482448081
0.000708467975611648,3.28546537491162e-06,0.000338778237925728
0.000672524361916041,4.21008207318789e-06,0.000332222601980652
0.000647045169749885,4.62035679499714e-06,0.000268686486538888
0.000716453251575029,4.63328327090645e-06,0.000268087421413469
0.000680399399273135,6.023449628112e-06,0.000299115667211412
0.000599750890145031,6.23433094832374e-06,0.000294047258599478
0.000518707594572755,6.13318164046956e-06,0.000290641956660384
0.000645303021351551,6.84648653907637e-06,0.000311554931521883
0.000566554430364148,5.97036145674564e-06,0.000301514154658349
0.000561719949534434,7.08889390099327e-06,0.00029784045405635
0.000716994737292911,5.53455339806329e-06,0.000304574232489444
0.000409583516519534,1.21762019869965e-05,0.000360461016671541
0.000378049375291311,1.25390069990466e-05,0.000356999298763059
0.000688147807111569,5.83979734424139e-06,0.000436559838937153
0.000728605602853466,4.08499049959363e-06,0.000364887711733678
0.000734336792601527,4.05493881924446e-06,0.00037016766954914
0.000677972777043078,4.98788109080412e-06,0.000332181316853083
0.000667755100482423,5.7712947758865e-06,0.000332046583572616
0.000767899194876455,3.5588788916323e-06,0.000313994298393076
0.000860025333854724,2.97673668899248e-06,0.00035671791365616
0.000683758422153665,4.42566528593906e-06,0.000270692109410699
0.000630475573037846,5.59464095160725e-06,0.000280401185064876
0.000650036747872439,4.87448540167405e-06,0.000275071085908105
0.000827329648060454,2.62278008006947e-06,0.000320228369705224
0.000710441368288292,5.799610314407e-06,0.000284728335646184
0.000689112150611658,6.28064421881045e-06,0.000295195200997776
0.000707171596238889,6.00054579353813e-06,0.000297120616366279
0.000757435249150669,4.6618910380656e-06,0.000269862535411878
0.000685891938133839,4.67662908099963e-06,0.000269926161407575
0.000697910809136885,5.75637811025378e-06,0.000240970903706365
0.000607219701200697,4.76257754816386e-06,0.0002498986225954
0.000693820916598677,4.80800007951297e-06,0.00024925858650461
0.00065370858834881,6.62721885451449e-06,0.00034544334658616
0.000641558469634608,6.73605415122763e-06,0.000356329860361069
0.000801093151542618,6.78475223314886e-06,0.000355700255115443
0.000819189370577811,6.76852665887639e-06,0.000356259866658018
0.000507469280326206,6.78452824494325e-06,0.000354828701075546
0.000423652266272019,9.36892010436246e-06,0.000429156022954566
0.000528321035993409,8.91626734192226e-06,0.000399063042681736
0.000632639241443377,5.80647220932982e-06,0.00036083171366978
0.000670336529031149,4.03704956184868e-06,0.000247097533817311
0.000676488952367858,4.61338967877983e-06,0.000254033177727669
0.000616052191621588,5.4446069032597e-06,0.000225243685517965
0.000764402787525651,5.44218159701127e-06,0.000225835176712192
0.000747602426668997,5.1775839743484e-06,0.000235667492111725
0.000598095927862017,7.21183226044506e-06,0.000339388994496777
0.000656781289790351,6.89092992612439e-06,0.000279945939305172
0.000662343953317961,5.65460406618953e-06,0.000421937468508446
0.000756641149026564,3.07096297362469e-06,0.000266175547066146
0.000562758374965111,6.7019938408997e-06,0.000265525089224839
0.000803304765340665,3.72445226805695e-06,0.000346446436819665
0.00077456741911644,2.94237042301142e-06,0.000279695693074133
0.000789998404344388,2.90852872564546e-06,0.000279220459454074
0.000628175182796729,5.05387663196378e-06,0.000371090361917264
0.00082706438776457,5.15468254635384e-06,0.000374478536683467
0.000689051869627215,2.42314563777126e-06,0.00038172780198546
0.000913844706625305,2.44498725359187e-06,0.000387133350292119
0.000639374684273292,7.34002852489319e-06,0.000239490348757346
0.000596389299349182,7.33017737476481e-06,0.000239934895671136
0.000634507897691402,6.43376730356214e-06,0.000284693795832102
0.000741044946314342,3.24726079118887e-06,0.000242031487285119
0.000544863748903184,7.68575590769307e-06,0.000304005422959855
0.000589674034469255,5.76184525953863e-06,0.000332840255393335
0.000785952879278063,5.71898408851179e-06,0.000355149572889163
0.000769834480310133,5.71268357800811e-06,0.000354055228060589
0.000784912173684675,5.74855617631184e-06,0.000355095121458244
0.000825562268250954,3.1091179148436e-06,0.000304602613789454
0.000632698012784319,7.4169625742615e-06,0.000295323478176366
0.000570166157569814,7.40616546618355e-06,0.000295067921509925
0.000710774545468871,5.55361322140729e-06,0.000322184290081886
0.000756092991518177,4.41729620570062e-06,0.000338131424219584
0.000608387829960121,7.17965561276119e-06,0.000304955178761918
0.00070007947870139,5.6732738490492e-06,0.000275380472995397
0.000659695389100334,5.69931014289715e-06,0.00027241879406825
0.000629183950679517,6.58705789455734e-06,0.000283795486759858
0.000719305262739264,5.27107915350687e-06,0.000224938196491807
0.000644949478879983,6.78022964870153e-06,0.000261983750330688
0.00075512605299889,3.68095129343097e-06,0.000290489546893786
0.000649149831613444,6.55057917770659e-06,0.000352954940461721
0.00064394063670391,6.58386664234073e-06,0.000355545370731389
0.000752532395625791,3.4310813137545e-06,0.000263843188355338
0.000594719140586548,7.17463348182908e-06,0.000299427199515154
0.00072128894966232,3.81076981065201e-06,0.000371218566176827
0.000736373944520115,3.71291614401145e-06,0.000371635288316814
0.000640187958976875,6.37240306527509e-06,0.000335596376310474
0.000783189048209626,4.5169996771543e-06,0.000290432983741483
0.00062723891035834,5.44069783970867e-06,0.000290867300893984
0.000693236352798636,4.35113281985683e-06,0.000246669088638433
0.000789464106156055,4.33028552876939e-06,0.000246800799930211
0.000679783677227785,4.35832206500494e-06,0.000246315279396888
0.000761587731437947,4.38409783539176e-06,0.000245000045684306
0.000707866437610599,5.41246065434514e-06,0.000253688360676709
0.000655994996929423,5.41558243811979e-06,0.000254405488543578
0.00073330057431941,4.56246154002581e-06,0.000241572710772992
0.000684885443523531,4.58416399838423e-06,0.000254045104937808
