"(Intercept)","avg_n1","reciprocal_dispersion"
6.2845767664571,0.0115323788733905,5.71346234429933
6.16699254656063,0.0136758689297035,5.41662866793889
6.61489944655902,0.00562174418689141,5.98963327351872
6.16673881084234,0.0143812060016541,3.76175279426263
6.13992413158223,0.0141835676520967,4.16120684889851
6.29821665301171,0.00967102191331458,4.00288216408789
6.42622770994185,0.0101792195690545,9.75164221098983
6.18949832176505,0.0118007060942861,2.12132694729908
6.4154215044124,0.00937980487743924,1.88085310867307
6.38637350313189,0.00867168897954096,1.50568165038681
6.40668286479354,0.00829103256263433,2.08730103768252
6.18296323786699,0.010674963498657,3.06976520996972
6.4216920594111,0.0125049446083267,7.14742775868332
6.4040883480633,0.012501751849166,7.27480273047264
6.25016140426762,0.00952984581076762,4.10730102745911
6.30774865599901,0.0116102615328042,7.38416827461046
6.41060350045533,0.0107166357131506,5.3028164684105
6.40978174401449,0.00799746248126762,5.22191697061028
6.38368388778424,0.0106863664136266,4.14443589082905
6.5979331215955,0.00748191597907583,6.38472325512617
6.38183320112254,0.00798436220440787,3.57977586987919
6.59024637812587,0.00629521781472242,4.14761517507297
6.45830640282329,0.00889654232023602,4.1460914249496
6.32742099716749,0.0118665628487206,6.06442507952965
6.42743209951251,0.00972294302533551,4.31038695240373
6.33925392115501,0.0102154992262645,5.29673896182721
6.52620983203439,0.00572928972838921,4.18702784636807
6.00746041199651,0.0178666897004582,5.13122784758141
6.24354753851394,0.0146184400057909,5.74751465163117
6.30431884385386,0.0101768906321029,7.59168643286398
6.39058585518096,0.00702046412508146,7.47198916484296
6.39051693957426,0.0132744060043263,3.20679474077286
6.38584286467513,0.0116180775054238,5.78304224985318
6.22083901956815,0.0130332397898936,5.57905182869875
6.32223532360862,0.0108233832638891,4.55642164035295
6.37019552475333,0.00930235501492833,6.23053436833051
6.5535113335786,0.00689829172245881,6.48816817577004
6.34051789109883,0.00934437015324577,5.77788677856751
6.28413792652754,0.0100526914725459,7.71140479042484
6.29739461483907,0.00950767934175669,8.26400306645697
6.26321899944946,0.0102959114069169,6.71972384997892
6.65896446087697,0.00685763353261184,4.89454986189496
6.34358029532304,0.0086168886728971,4.31076117628336
6.34792244277422,0.0132311577850855,6.14651999454901
6.02774659056899,0.0140773448586177,4.42821561822992
6.32187968845135,0.0103422694907856,3.57210153672301
6.14767342315152,0.0140771287302419,3.92809670807718
6.54513665017483,0.0076459191424983,5.56000451234286
6.72268343529955,0.00528760246624619,3.78057538359865
6.44488842137296,0.00883053826895039,5.92595858556263
6.36044923544077,0.0121138303581351,5.87870698132853
6.37306973436192,0.0111428183877383,5.33230345552299
6.54915486263292,0.00757238183247339,8.4843431235722
6.60249913867459,0.00697973079678606,7.20725629172966
6.42121966560328,0.00917845211153884,5.47382199920358
6.12124694860281,0.0149915861069989,3.38488390859043
6.44582630015859,0.00611365647290523,5.78110050399614
6.06652431466069,0.0142559057280137,3.43063333670314
6.12494103382118,0.0149545801390264,4.34621976984111
6.64062448764569,0.00457922386795368,4.72409294137039
6.3210935952313,0.0118747244682485,4.88378535074065
6.5309389908187,0.006964611459202,5.56287254084909
6.37042063021623,0.0107440501018873,4.54686225860861
6.33971363008128,0.00923078397324358,8.26081927113447
6.22640536951833,0.0147466552142163,3.06978089060372
6.2187244626554,0.00955117419310537,5.46872639346795
6.52529136399739,0.0106122300963704,4.14582956890393
6.12922567748413,0.0126941599098024,4.71686643345313
6.62674407300608,0.00543319582863245,4.55647920662589
6.17767374328441,0.0135965485579029,5.95556463880073
6.55090110253329,0.00813506497223881,4.05455850399643
6.49395956786507,0.010329894705643,3.8599981442476
6.20277612038926,0.0116923867857798,5.15984666202444
6.24135807354349,0.010142428640607,4.75674625637821
6.30859538320582,0.0121316582049367,3.27047284503392
6.36063410402963,0.0115530818811523,5.51441434015451
6.35758072572297,0.0115876566853997,4.16325895436427
6.38858829255803,0.0110841360564821,4.2352032825582
6.64740718294839,0.00636995153391521,4.19545866757429
6.2123168329971,0.00997727546297109,4.55477291711489
6.16527636945788,0.0138710008458218,4.30623781579319
6.52964918271555,0.00743513367595056,6.91096644254545
6.47805989558583,0.0087949703709919,6.51935082579339
6.27629674426881,0.0112561390865999,4.82887349235337
6.16422748286839,0.0150972327009653,2.49541012165204
6.27295119459745,0.012755903972229,6.92518847761086
6.18423687073531,0.0127652252425599,6.24338562696393
6.35631030572531,0.00806422808276813,2.82725217592287
6.40726146586121,0.00968307368820691,3.50865080629068
6.24693720375473,0.0102707320439539,6.13380176547691
6.28807266407463,0.00843444644029678,5.15481318839725
6.51659355185129,0.0105733393013044,6.30390133204047
6.5061743686401,0.00974472315641958,5.46022009942655
6.24802004435336,0.0102399869084749,4.76160557596811
6.24297470579338,0.0101132006280206,3.12017361988684
6.46555572844563,0.00924938703583256,5.70220647778957
6.39005843280634,0.0133218985133681,6.00215692827683
6.29511508810839,0.0129521186045523,6.52494889686532
6.35494075208943,0.0120935981080632,6.15740204248799
6.41963669999792,0.0073339494365595,5.01632558644361
6.47555346184304,0.00742067584976114,3.80448413330576
6.26845535392715,0.0135127914835271,6.24374538070019
6.15968991831504,0.0149363950825649,6.5912247546949
6.64835027106581,0.0038306830506048,3.70839250269981
6.43902741324844,0.00839374067392939,4.84997611560077
6.31849581076577,0.0112531283057344,5.14692133517037
6.44054120223687,0.0092373900488787,6.14319063216826
6.39957153890302,0.00844898317035245,4.80423939410601
6.4294155250592,0.00767853291220547,7.57518339044153
6.50930513501716,0.00934218370007569,5.81876169895759
6.40402921601873,0.00878010729972171,4.17474595812264
6.3819822418637,0.0103831550659568,5.85999525444721
6.33379865963171,0.0084334926648107,3.99204741597706
6.41577362067777,0.0107001002604708,7.25927868198611
6.75730244238352,0.00225733328544116,3.39642062613941
6.403202718417,0.00937759450651121,5.05565309261353
6.37342533768922,0.010290627109121,5.50698676078084
6.46592506713363,0.00917083967261353,5.81164138105714
6.45385813154007,0.00759683911376374,4.12188311196058
6.51428114166007,0.00979017729872741,5.1499097886308
6.2667464259569,0.00952736548173381,5.30561993661704
6.7773661286303,0.00172352867514337,4.52791555536673
6.82016489631178,0.00110477355773398,4.44886217712958
5.98964431443226,0.0163258996500307,2.92550397182743
6.8336449531175,0.0019200933391973,4.71845718396679
6.4539925157132,0.00774297481920367,4.12835621222549
6.16790270496232,0.0131435452583275,4.33192853959367
6.73603817946197,0.00536407387266324,5.24595885174291
6.38144132599759,0.0096821254186705,3.97210212187947
6.40987040338198,0.00682229374200085,4.21515050782698
6.32993876267404,0.0122253305493155,6.34959658780165
6.12852749497031,0.0121086302421454,4.56090594279197
6.26411711523036,0.00961988794306288,2.70352474467155
6.33388749583282,0.00892919060055232,3.13168641085593
6.2659959971727,0.00970736484770006,4.23671046260985
6.39590825112772,0.0126640984390634,5.76938539695239
