"(Intercept)","avg_n1","reciprocal_dispersion"
5.7142090305013,0.00401570065839614,5.46297508185829
6.06434191569905,0.00435203651918149,3.65567499697733
5.64591986080604,0.00678856728389912,5.06805765378811
5.90053660099906,0.00408263080654653,5.27150090568467
6.04769962440556,0.00194849174558673,5.6279639984837
5.90215211183559,0.0045194317834298,4.12141389873458
5.89057500997228,0.00426213278320259,5.32248453905758
5.67138709279359,0.00743893008906754,3.84590306016371
5.97799986679213,0.00321369859442954,6.61719250639564
6.06106996784299,0.00290282552901476,3.6658606320133
5.95634089119348,0.00292374946252733,6.25022465896477
5.93532204656919,0.00299356835023039,6.18758884968778
5.94259956843297,0.00614600583004514,4.85200718099998
6.05157196191045,0.00072216666348742,5.27437804164074
6.02455156512588,0.0032097664635606,5.10826732665817
5.96254662316655,0.00526025609868942,5.83159161522486
5.67844862627616,0.00784419265095974,3.9686695757003
5.82778912101596,0.00614048190053772,6.56240843827737
5.71877344673093,0.00633186458640633,3.98546064315306
5.72251363116839,0.00621400456658226,4.39328326469198
5.90399485175694,0.00416028264258612,5.27470306387116
6.05148273350284,0.00357454025678812,8.36751890853456
5.58716983183827,0.00680537237560801,4.11811807076794
5.95983112433674,0.00366436979273109,2.8842428282269
5.79850682336937,0.00585534059930644,9.41460640294995
5.76611137835707,0.00701924898898777,5.55278579165657
5.95321968861214,0.00280701986725984,5.23737592875891
5.93820510779694,0.00300738966867007,4.86638602578168
5.89297512344466,0.00302128603369695,4.49036861500898
5.4265011583158,0.0103815940731133,3.65618602017009
6.23376110183274,7.78710715540813e-05,7.87264499100733
5.29490662732749,0.0130024990346956,2.98988580139193
6.24015091228387,0.00101745542790021,5.86902584496596
5.48039692936093,0.00883292925783223,4.90109088484929
5.8427359164579,0.00646857172286501,7.20348188779766
5.72301016488049,0.0051793749906975,5.07399627670393
5.89246850779659,0.00228043325229223,6.32346797130342
6.00855214501379,0.00203719161214747,5.66605770396271
5.98847765299758,0.00219823486428977,6.25948523872132
5.83984020844838,0.00619582859710687,7.13940924686838
6.03007792236046,0.00249322233109609,3.7840129301779
5.94885415838854,0.00321190331639494,5.19491778285068
5.64959965407,0.00628962283622672,3.5839657391028
5.61207678171913,0.00670248826290724,3.40472405210477
5.48324978771713,0.00754771381529989,4.47402134961527
5.63102342247549,0.00606030233118455,4.23222717753821
6.06402705718156,0.00373621420621771,5.76518346421477
5.99546724162052,0.00325412377153054,5.56901685038656
5.94024496024571,0.00475063283859915,8.30243666240007
5.9621561640795,0.00380199060544424,8.45174069240523
5.73695122149021,0.00630897184123595,3.0694461063352
6.00253036919892,0.003202108834397,8.00146804310029
5.83344073398595,0.00682372011320055,3.08466620475995
5.96938227587684,0.0032596492384775,3.34414637029704
5.79085700127972,0.00511092503162023,4.16661233272899
5.60950532357375,0.0075659401071702,7.05871764074163
6.08033229091373,0.00262627737446543,4.60906253417177
5.72273641514133,0.00468452613675646,4.03572768139597
5.87981020520119,0.00526936666101168,4.55087365447789
5.97648420931504,0.00282733533169899,7.4163994066315
5.91155681847363,0.00475312292990722,7.84956008895047
5.919580646605,0.00306301734497258,6.07873114666182
5.7413236748683,0.00699053382590672,6.02107118770087
5.7732984941743,0.00857318496862105,5.23098299216244
5.80788557947032,0.00752532248388478,4.86287567577499
5.87433700090422,0.00610859994625135,5.34780553836489
5.85661074363376,0.00644572373710526,5.42314263024762
5.87768372758173,0.003172542697372,5.04553913892517
5.51529223224192,0.0113419533521673,5.15574057661598
6.12171585997675,0.00115696804042589,5.63971941298385
5.49647385364252,0.00923276460703481,4.4001741392328
5.86117034807575,0.00572992824216843,3.99601406673196
6.01172654999296,0.000842687107778078,4.42169333237757
5.75743617244993,0.00499035607119926,4.77377333089708
5.94607700636701,0.00392248874133845,5.73089114000003
5.71672117569807,0.0049201991442442,5.89061798580949
5.92581641080485,0.00610807277194762,4.696107222408
5.9119529157039,0.00538891558015258,6.44403433747132
5.63594463941716,0.00690634519305041,4.1068773703676
5.59370827191024,0.00899744400092733,4.16849934927269
5.68727639421834,0.00735970594571254,4.61492177625322
5.99624785946254,0.00358329912493006,8.91053505447422
6.08709398025283,0.00291524009629366,8.07967679479185
5.83306321746411,0.00331978527442907,3.93100974399619
5.86971829649431,0.0070489827221469,5.72205975562319
5.82165818981655,0.00794634244450894,3.41210567220818
5.9579847165082,0.00448110611650814,5.74940436791914
5.91999184347463,0.00603376849888801,8.41898487695657
5.6372940819862,0.00501679741565988,3.79052060478631
5.66440786645707,0.00411358704838839,4.19461741176498
5.76105639748011,0.00843292833154759,3.91615593513235
5.41800716412561,0.0120577054240623,3.55798732072682
5.66917024818015,0.00912989197864733,3.80183212942384
5.85560285313105,0.00650240351755979,4.38105076651115
5.85126111476632,0.00704370625350756,4.88605471031055
5.63330079811547,0.00798544468722017,5.35330640888273
5.8082810984895,0.00345734572486078,5.95377270868444
6.08864212629097,0.00308993312275927,5.33122738090399
5.90552977264729,0.00205614802225085,6.55940694526481
5.8253639562393,0.00427061957545513,6.39314317495363
5.80424513607044,0.00596842197672539,3.82760735512401
5.80787023880629,0.00295975068179788,2.64524425081443
5.84085803508291,0.00706864296231566,8.81956096510329
5.78635253552838,0.00512049914923612,7.11538188856976
5.89393369252337,0.00402659140475807,3.9592164674312
5.97088779777496,0.00548374530308488,5.41178628718875
5.75301715419098,0.00472955979995368,5.21898661947132
5.91937545538735,0.0024909515904592,5.29643841998506
5.83761796609257,0.00554739283437004,3.94557663461533
5.97884818489875,0.00441241310685296,6.87977599007654
5.95921948310146,0.00377764664716823,6.54107803403598
5.63205462386326,0.00786652634025152,5.78828649339352
5.77057371433236,0.00737859866683063,6.70539215151147
6.00643109074035,0.00313021637015094,4.39661868478935
5.70453935607431,0.00674824713085792,6.80932969587976
5.73716522148148,0.00776595012595166,4.71872199713465
5.96569473132375,0.00403029930530435,5.20285755729375
5.73538441715681,0.00589224445950548,6.16980240667946
6.0763324792522,0.00291268849127233,4.62036674443574
5.54590952365376,0.00866852998872655,4.79768927680024
5.50697172263454,0.00914297908595337,4.25416816680399
5.59036519119861,0.00950294950616109,4.09429844936931
6.02900965552121,0.00156855759754993,7.60906067212351
5.61778095464278,0.00914954766028672,3.35787784425855
5.99564085041347,0.00426268485075484,7.95808640394103
5.90295785449333,0.00410322553242187,8.56712373804042
5.55693339909724,0.00816462923625499,4.63681044035748
6.06132194512544,0.00211091789177252,5.73084239161078
5.6968544529911,0.00676326277953387,3.82852127568878
5.88798108245357,0.00415413366882981,6.10129224671495
5.96597760383872,0.00219871674243511,5.96165794227722
5.70704433408688,0.00841686272269112,5.14976082595309
5.89180053149124,0.00469633884849729,6.06798978649936
5.80262775486687,0.00456543316874748,6.51922795524456
6.18428198380365,0.0019306658376909,4.65187034167538
6.05378348364052,0.00348182684799296,4.16927964452621
