"time","top","med","bottom","date"
0,0.000347070858553643,0.0001772030360477,7.33521354175733e-06,2020-06-10
0.5,0.000350813963083804,0.000179138945703403,7.46392832300178e-06,2020-06-10
1,0.000354590600406298,0.000181092749222247,7.59489803819665e-06,2020-06-11
1.5,0.000358400911046171,0.000183064536553292,7.72816206041388e-06,2020-06-11
2,0.000362245032036293,0.000185054396240936,7.86376044557857e-06,2020-06-12
2.5,0.000366123096796161,0.000187062415370154,8.00173394414732e-06,2020-06-12
3,0.000370035235008797,0.000189088679510889,8.14212401298045e-06,2020-06-13
3.5,0.000373981572495744,0.000191133272661578,8.2849728274111e-06,2020-06-13
4,0.00037796223109017,0.000193196277191842,8.43032329351424e-06,2020-06-14
4.5,0.000381977328508087,0.000195277773784333,8.57821906057867e-06,2020-06-14
5,0.000386026978217693,0.000197377841375739,8.72870453378522e-06,2020-06-15
5.5,0.000390111289306853,0.000199496557096974,8.88182488709416e-06,2020-06-15
6,0.000394230366348722,0.000201633996212534,9.03762607634515e-06,2020-06-16
6.5,0.000398384309265537,0.000203790232059055,9.19615485257295e-06,2020-06-16
7,0.000402573213190582,0.000205965335983062,9.3574587755421e-06,2020-06-17
7.5,0.000406797168328359,0.000208159377277931,9.52158622750404e-06,2020-06-17
8,0.000411056259812968,0.000210372423120074,9.68858642717981e-06,2020-06-18
8.5,0.000415350567564734,0.000212604538504353,9.85850944397203e-06,2020-06-18
9,0.000419680166145087,0.000214855786178748,1.00314062124093e-05,2020-06-19
9.5,0.000424045124609746,0.000217126226578286,1.02073285468266e-05,2020-06-19
10,0.000428445506360209,0.000219415917758248,1.03863291562858e-05,2020-06-20
10.5,0.000432881368993599,0.000221724915326669,1.05684616597381e-05,2020-06-20
11,0.000437352764150885,0.00022405327237616,1.07537806014347e-05,2020-06-21
11.5,0.000441859737363525,0.000226401039415056,1.09423414665867e-05,2020-06-21
12,0.000446402327898558,0.000228768264297919,1.11342006972798e-05,2020-06-22
12.5,0.00045098056860219,0.000231154992155418,1.1329415708646e-05,2020-06-22
13,0.000455594485741919,0.000233561265323609,1.15280449052979e-05,2020-06-23
13.5,0.000460244098847231,0.000235987123272629,1.17301476980275e-05,2020-06-23
14,0.000464929420548933,0.000238432602534854,1.19357845207746e-05,2020-06-24
14.5,0.000469650456417156,0.000240897736632512,1.2145016847868e-05,2020-06-24
15,0.00047440720479809,0.000243382556004817,1.23579072115441e-05,2020-06-25
15.5,0.000479199656649504,0.000245887087934625,1.25745192197466e-05,2020-06-25
