"(Intercept)","avg_n1","sigma"
0.000937824562976808,1.00323523717639e-05,0.00046206027898673
0.00095680571727858,1.00559178073524e-05,0.000460244707412184
0.000814397526278595,1.00710915375573e-05,0.000457328324065553
0.000988037508004625,7.84704511251799e-06,0.00045168012222888
0.000384881055144411,1.70127862921293e-05,0.00040784802033386
0.000416204084006611,1.76965532204941e-05,0.000406541582763277
0.0003102384692788,1.82724265991939e-05,0.000436503567932181
0.000453906509477036,1.57078775643853e-05,0.000400420875100067
0.00048278418073883,1.57919008352022e-05,0.000399818878887225
0.000798464427026763,1.11529240930649e-05,0.000365631766142582
0.000701608652104433,1.24359930850898e-05,0.000539821126322402
0.000873560706942462,1.04948689477327e-05,0.000531168219629922
0.000839820895016004,1.05113796562083e-05,0.000529735521549324
0.000553085234840636,1.38232015662265e-05,0.000499221198936893
0.00077867323578613,1.03369006914297e-05,0.000540243583641143
0.000826113488585646,9.77037383015165e-06,0.000560288431424101
0.000867726727600365,9.77411044045025e-06,0.00056029873864696
0.000552879195255287,1.36698392001991e-05,0.000489013142811011
0.000675710710518161,1.44367582851362e-05,0.000490862309079371
0.000521649909624122,1.45994225186756e-05,0.000388286799985377
0.000712568462100446,1.44546552197715e-05,0.000389908339755924
0.000659443336644247,1.42032234482574e-05,0.000388628724671895
0.000527144359483758,1.64805226648452e-05,0.00038278229503945
0.000658770822220088,1.34269745897338e-05,0.000490237319128298
0.00063450684788929,1.36826363661163e-05,0.000433236334299763
0.000790649250460491,1.15088732107081e-05,0.00039555472947847
0.000732345213516491,1.24088188425939e-05,0.000376493105834447
0.00055475380509199,1.44313121807678e-05,0.000395349686706293
0.00109680518677187,4.86974978943138e-06,0.000429785775302873
0.00119237356927216,3.44390077212152e-06,0.00043002275798753
0.00117446310171223,4.24664773191865e-06,0.000435703781993699
0.00109086416805492,5.79259061717565e-06,0.000622668141572576
0.000953238877087103,6.49546820997011e-06,0.000535760310770159
0.000390462092551734,1.70847124443775e-05,0.00045392500183199
0.000652814242633939,1.3015558755335e-05,0.000457730394083792
0.000424792178804108,1.74387309421171e-05,0.000473207460751213
0.000853709106733112,1.1535108891551e-05,0.000397859412305887
0.000406984377942624,1.7979799654489e-05,0.000396736672386558
0.000962771014004509,8.31571365624743e-06,0.000388607595854276
0.000946788700258743,9.00168393832662e-06,0.000397573401431155
0.000821973228624152,1.05036336503241e-05,0.000423325899080579
0.000413462353734605,1.58527742500437e-05,0.000419093926447842
0.000884383715787634,1.17193788087302e-05,0.000449621860040626
0.000803190351858273,1.13327653718599e-05,0.000473007948318236
0.000944292330551515,8.63195623962109e-06,0.000438780176776525
0.000774094144824474,1.12104767180946e-05,0.000423314974324099
0.000792039216323737,1.07026633546562e-05,0.000406685086373042
0.000642769348474599,1.38600610015954e-05,0.000448809045480212
0.000633963696067951,1.52159547274278e-05,0.000424542699429649
0.000746350231866304,9.33371323077723e-06,0.000638043568584911
0.000555973956247045,1.38769378105047e-05,0.00058022994846773
0.000485911389160732,1.47567686928547e-05,0.000372489962101296
0.000515843980124835,1.56326876240804e-05,0.000366804203850524
0.000555321392887422,1.48767703292456e-05,0.000375707228834573
0.000618475235901113,1.45627234900688e-05,0.000380774751468319
0.000695194024485807,1.45286410005749e-05,0.000380633228887168
0.000651800582960578,1.25023799721207e-05,0.000415968771700428
0.00109361193141437,5.4422887436185e-06,0.000504240909792386
0.000473100230880166,1.66094509621038e-05,0.000504847149661654
0.000343721413016984,1.6674950459906e-05,0.000503600652627368
0.000570879918196696,1.21650577324923e-05,0.000558662479278016
0.000758278553997571,8.61365821241995e-06,0.000526784895897409
0.000840021294765029,8.18591318199291e-06,0.000562531519303146
0.000925569160107872,8.18226908625037e-06,0.000562505717851358
0.000801765158950526,8.31455390235359e-06,0.000558869343053101
0.00127790403128349,8.04953065941903e-06,0.000565514153479666
0.000905344222646989,1.27168223421107e-05,0.000543942657521805
0.000971749595668459,1.10872400209169e-05,0.000451901615117854
0.000967547497975923,1.10797418170457e-05,0.000451356818241307
0.000758459540679694,1.1052650509989e-05,0.000451039168746349
0.000824748798213696,1.00528935339427e-05,0.000505405233750754
0.000760465715084161,1.06057851180655e-05,0.000437932924687767
0.00076096067493922,1.16915370412048e-05,0.000428425317828369
0.000616811577218768,1.48272698119351e-05,0.000498883824188681
0.000825943029808405,1.32424893478528e-05,0.000456595238193755
0.000687612716429763,1.32350342941857e-05,0.000458244720340875
0.000779136104327967,1.2053827015675e-05,0.000505386013681993
0.000512363497519063,1.5651622540505e-05,0.000510200619046435
0.000574103098924763,1.47814492959685e-05,0.000364094829909444
0.000790094132788149,1.15138802600429e-05,0.000547421576112718
0.000643366611404119,1.31910547823305e-05,0.000510179570713671
0.000715216697829746,1.30642902308655e-05,0.000517521782786093
0.000772469124756517,1.07178761616449e-05,0.000430182136213424
0.000669133736922396,1.30689352498037e-05,0.000448374141325585
0.000703861995779178,1.23869136193764e-05,0.000471794371947104
0.000479924416068645,1.53277921378447e-05,0.000486316338845494
0.00058590910088459,1.51257503111308e-05,0.000485813768091771
0.000668385717922269,1.31808829724264e-05,0.00040116909392831
0.000584951587304327,1.38128830477197e-05,0.000440166370271161
0.000487805596284073,1.77925844006929e-05,0.000458062656176944
0.000359556151068637,1.82192601713212e-05,0.000542001449446358
0.000253153577972676,1.8204310860955e-05,0.000539341376839504
0.000450243912452672,1.51847078323153e-05,0.000541906877357394
0.000538023969144255,1.50808588456779e-05,0.000550459494072321
0.00105180180030407,5.16268163826828e-06,0.000519139307431498
0.00108707324753893,5.83114274923386e-06,0.000553479173592375
0.000731531210913416,1.38079284804625e-05,0.00039517990264637
0.000821709344655721,9.69829671157634e-06,0.000443190831510323
0.000427207726457298,1.6468877895349e-05,0.000448505857387228
0.000732831134668202,1.25532543334104e-05,0.000419677915077169
0.000741877299420878,1.25077124218056e-05,0.000422673540182074
0.000657841618505289,1.21283978178377e-05,0.000425660620923696
0.0007648841657954,1.22855942044224e-05,0.000432612425531684
0.000601189367156215,1.13670071162371e-05,0.000431601201244715
0.00118984701561181,6.92828188367865e-06,0.000513110854939319
0.000943969214329927,5.63757140265731e-06,0.000497631263841932
0.00114094356709439,5.72789755841346e-06,0.000499124683863969
0.000467334875417202,1.72072542623802e-05,0.000393003815784899
0.000428318288314045,1.61832617289411e-05,0.00041208587810782
0.000939648397044083,9.55519063378904e-06,0.000424402056947148
0.000597843086780938,1.54499814956937e-05,0.000369988559847156
0.00070868238866842,1.36675716945026e-05,0.000406605303307667
0.000840753542368963,1.14117991122112e-05,0.000414931389465181
0.000726651022274541,9.30076954513463e-06,0.000413966383093995
0.000780338730300412,8.94320468664362e-06,0.000466971844905969
0.000675419319889973,9.04810669811102e-06,0.000467177726575362
0.000916853866482277,1.11063964678511e-05,0.000405607983554049
0.000639659932954152,1.04911245162232e-05,0.000492035748889868
0.00100097240292075,1.03467266015393e-05,0.000490363992782777
0.000835467744231932,1.0460189492742e-05,0.0004871059584675
0.000697876154475745,1.34270053575899e-05,0.000394491272965117
0.00060026439463462,1.46097021273949e-05,0.000390911303654857
0.000686332885659241,1.41959350464341e-05,0.000398688317885221
0.000764197526196516,1.41694181054325e-05,0.000398735607347173
0.000606590399041887,1.41199038614792e-05,0.000397629211573605
0.000631378383696447,1.46373282265107e-05,0.000376685946807775
0.000549054915028513,1.43672560735395e-05,0.000381587913993561
0.000546943473577398,1.40385810386834e-05,0.000392783608793943
0.000696212605024495,1.25961304012113e-05,0.000460771288883197
0.000519625749871923,1.58074886456743e-05,0.000410978127677681
0.000524662345120553,1.54752369998394e-05,0.000419820828036597
0.000557644107673681,1.5965365213155e-05,0.00055092235672978
0.000396189317351615,1.35596391549695e-05,0.000581441442969841
0.000702796488222942,1.36240886060808e-05,0.000582590252791394
0.000996386179556821,8.92961345064382e-06,0.000403996298147586
0.000636058612671797,1.22756920933747e-05,0.000516857094741862
0.000733127062000384,1.22330044165791e-05,0.000511750640575903
0.000500957021655652,1.25148074539986e-05,0.00050540097947057
0.000709632308756417,1.262268426996e-05,0.000506424504652769
0.000899758585604276,8.71334541115578e-06,0.000386868847032711
0.000883375456823979,9.18073775333636e-06,0.000387737435602465
0.000895898971327713,9.35079059711355e-06,0.000420430102815062
0.000847877129055569,8.95750184460517e-06,0.000411378696646173
0.000858331785642097,9.39076004801792e-06,0.000402979931754069
0.000772156211353051,1.05842527383316e-05,0.000413678515835983
0.000702332742579104,1.30767472829242e-05,0.000384370957161196
0.000565006394398993,1.51517029431416e-05,0.000497434489468019
0.000690901414112948,1.33172578036449e-05,0.000574200653414158
0.000690353336510986,1.41623993324709e-05,0.000330198371427348
0.000845522749013457,9.87052599595557e-06,0.000344475072746422
0.000549088130216119,1.54147138442214e-05,0.000507342836084904
0.000512753862694688,1.6371781993265e-05,0.000561577665693999
0.000499680966871288,1.48182093489372e-05,0.000692779903912596
0.000697329680676803,1.37483830127866e-05,0.000739322944016787
0.000550605412393383,1.50153481409806e-05,0.000623670287786517
0.000758815167410385,1.1371562910619e-05,0.000580440491555924
0.000668466653945845,1.30365020685436e-05,0.000381555804563072
0.000711563832751139,1.27640028807585e-05,0.000458085688954759
0.000817750906757055,1.24292955445971e-05,0.000504010361156373
0.000642295494900711,1.24162969491747e-05,0.000467547225499998
0.000682464127359791,1.17167508786087e-05,0.000404660014256182
0.000664867395045244,1.4175055183261e-05,0.000325935825703693
0.000555829988079129,1.41396056234319e-05,0.000326780253581612
0.00050221664374312,1.53278955934397e-05,0.000336537495080863
0.000834351467291095,8.77451427455221e-06,0.000463416493578247
0.000561612103066954,1.27965773281813e-05,0.000525261363162929
0.000488232884586724,1.6458963288777e-05,0.000371689297141643
0.000538498367511499,1.63737186072289e-05,0.000371973048583683
0.000844070548850469,6.27201846582483e-06,0.000527566578562452
0.0010527858594388,6.59269647256104e-06,0.000516008849437413
0.000883084407616084,9.35527802056934e-06,0.000583340593494726
0.000524279368575817,1.51655000984643e-05,0.000474909496734428
